Atm_Pressure(mb),Cloud_Density(%),Date,Humidity(%),Max_Temp(°c),Min_Temp(°c),Rain(mm),Wind_Direction,Wind_Speed(Km/h)
1013.0,21.0,2020-01-13,63.0,30.0,18.0,0.0,NE,10.0
1012.0,18.0,2020-01-14,61.0,29.0,18.0,0.0,E,12.0
1013.0,1.0,2020-01-15,54.0,27.0,16.0,0.0,ESE,15.0
1013.0,15.0,2020-01-16,62.0,28.0,15.0,0.0,SE,13.0
1013.0,9.0,2020-01-17,62.0,28.0,17.0,0.0,SE,14.0
1013.0,61.0,2020-01-18,74.0,27.0,19.0,0.6,ESE,19.0
1013.0,56.0,2020-01-19,70.0,27.0,18.0,0.5,ESE,15.0
1014.0,18.0,2020-01-20,61.0,29.0,18.0,0.0,E,16.0
1016.0,4.0,2020-01-21,54.0,28.0,18.0,0.0,E,17.0
1016.0,7.0,2020-01-22,66.0,28.0,16.0,0.0,ESE,18.0
1015.0,19.0,2020-01-23,66.0,28.0,18.0,0.0,ESE,17.0
1015.0,1.0,2020-01-24,48.0,29.0,18.0,0.0,E,14.0
1015.0,0.0,2020-01-25,34.0,29.0,18.0,0.0,E,12.0
1013.0,0.0,2020-01-26,39.0,31.0,19.0,0.0,ENE,12.0
1013.0,0.0,2020-01-27,42.0,31.0,21.0,0.0,ESE,12.0
1013.0,12.0,2020-01-28,54.0,30.0,18.0,0.0,SSW,12.0
1014.0,7.0,2020-01-29,50.0,32.0,20.0,0.0,S,9.0
1013.0,5.0,2020-01-30,44.0,33.0,21.0,0.0,SSW,6.0
1011.0,7.0,2020-01-31,46.0,32.0,20.0,0.0,SSE,10.0
1012.0,12.0,2020-02-01,59.0,29.0,19.0,0.0,SE,16.0
1015.0,10.0,2020-02-02,58.0,28.0,17.0,0.0,ESE,17.0
1015.0,3.0,2020-02-03,54.0,29.0,17.0,0.0,ESE,16.0
1014.0,11.0,2020-02-04,59.0,29.0,15.0,0.0,SE,16.0
1013.0,32.0,2020-02-05,61.0,29.0,19.0,0.1,ESE,12.0
1013.0,15.0,2020-02-06,50.0,30.0,18.0,0.0,SSE,10.0
1013.0,17.0,2020-02-07,52.0,30.0,19.0,0.0,S,11.0
1013.0,37.0,2020-02-08,56.0,31.0,19.0,0.2,SW,12.0
1014.0,64.0,2020-02-09,68.0,27.0,18.0,1.6,SE,16.0
1014.0,47.0,2020-02-10,60.0,29.0,19.0,0.3,ESE,19.0
1015.0,14.0,2020-02-11,62.0,29.0,17.0,0.0,ESE,21.0
1016.0,12.0,2020-02-12,62.0,29.0,17.0,0.0,ESE,19.0
1015.0,9.0,2020-02-13,52.0,31.0,17.0,0.0,ENE,13.0
1014.0,4.0,2020-02-14,47.0,32.0,19.0,0.0,NNE,10.0
1013.0,1.0,2020-02-15,36.0,34.0,20.0,0.0,ENE,11.0
1014.0,0.0,2020-02-16,32.0,32.0,19.0,0.0,E,15.0
1015.0,0.0,2020-02-17,36.0,31.0,17.0,0.0,E,15.0
1015.0,0.0,2020-02-18,39.0,31.0,17.0,0.0,E,16.0
1014.0,1.0,2020-02-19,47.0,31.0,19.0,0.0,ENE,14.0
1014.0,0.0,2020-02-20,48.0,31.0,17.0,0.0,ESE,17.0
1016.0,7.0,2020-02-21,50.0,31.0,16.0,0.0,ESE,16.0
1016.0,11.0,2020-02-22,59.0,31.0,17.0,0.0,E,18.0
1015.0,13.0,2020-02-23,59.0,31.0,17.0,0.0,E,17.0
1013.0,5.0,2020-02-24,53.0,31.0,17.0,0.0,ESE,14.0
1012.0,9.0,2020-02-25,54.0,32.0,18.0,0.0,ESE,13.0
1012.0,8.0,2020-02-26,54.0,32.0,20.0,0.0,ESE,13.0
1012.0,23.0,2020-02-27,58.0,29.0,19.0,0.0,E,14.0
1011.0,30.0,2020-02-28,62.0,29.0,18.0,0.0,E,17.0
1012.0,44.0,2020-03-01,58.0,30.0,19.0,0.4,ESE,14.0
1012.0,31.0,2020-03-02,54.0,30.0,20.0,0.1,SSE,9.0
1012.0,37.0,2020-03-03,52.0,31.0,20.0,0.1,SE,8.0
1011.0,43.0,2020-03-04,45.0,32.0,22.0,1.0,W,7.0
1010.0,35.0,2020-03-05,56.0,29.0,23.0,0.3,S,10.0
1011.0,54.0,2020-03-06,60.0,30.0,21.0,2.3,SSW,12.0
1012.0,59.0,2020-03-07,61.0,29.0,22.0,2.8,S,10.0
1012.0,64.0,2020-03-08,66.0,31.0,22.0,1.9,SSE,12.0
1011.0,79.0,2020-03-09,65.0,30.0,22.0,2.2,S,12.0
1011.0,41.0,2020-03-10,55.0,31.0,22.0,0.8,SE,13.0
1011.0,18.0,2020-03-11,45.0,32.0,22.0,0.0,SSE,13.0
1013.0,19.0,2020-03-12,44.0,32.0,22.0,0.0,SE,13.0
1013.0,6.0,2020-03-13,41.0,32.0,22.0,0.0,SE,14.0
1012.0,2.0,2020-03-14,44.0,32.0,22.0,0.0,E,13.0
1011.0,4.0,2020-03-15,49.0,33.0,22.0,0.0,E,14.0
1012.0,5.0,2020-03-16,53.0,32.0,21.0,0.0,SE,16.0
1013.0,3.0,2020-03-17,46.0,33.0,21.0,0.0,SE,18.0
1013.0,1.0,2020-03-18,34.0,33.0,21.0,0.0,ESE,17.0
1012.0,3.0,2020-03-19,35.0,34.0,24.0,0.0,ESE,11.0
1012.0,38.0,2020-03-20,44.0,32.0,24.0,0.9,SW,10.0
1011.0,25.0,2020-03-21,43.0,36.0,23.0,0.1,SE,9.0
1011.0,16.0,2020-03-22,44.0,32.0,23.0,0.0,S,10.0
1011.0,36.0,2020-03-23,47.0,31.0,24.0,0.8,SE,10.0
1010.0,14.0,2020-03-24,42.0,34.0,23.0,0.0,E,13.0
1010.0,12.0,2020-03-25,39.0,32.0,22.0,0.0,ESE,15.0
1010.0,5.0,2020-03-26,39.0,34.0,23.0,0.0,E,17.0
1012.0,1.0,2020-03-27,36.0,33.0,22.0,0.0,E,16.0
1011.0,0.0,2020-03-28,31.0,34.0,22.0,0.0,E,15.0
1010.0,1.0,2020-03-29,29.0,34.0,24.0,0.0,E,15.0
1011.0,4.0,2020-03-30,29.0,35.0,23.0,0.0,E,15.0
1011.0,3.0,2020-03-31,29.0,34.0,22.0,0.0,ESE,17.0
1011.0,3.0,2020-04-01,30.0,35.0,23.0,0.0,E,15.0
1010.0,6.0,2020-04-02,34.0,36.0,24.0,0.0,E,14.0
1010.0,5.0,2020-04-03,32.0,35.0,23.0,0.0,ESE,15.0
1011.0,1.0,2020-04-04,31.0,35.0,23.0,0.0,ESE,14.0
1012.0,1.0,2020-04-05,43.0,36.0,22.0,0.0,ESE,14.0
1012.0,31.0,2020-04-06,47.0,35.0,22.0,0.6,ENE,10.0
1011.0,49.0,2020-04-07,49.0,34.0,25.0,0.3,S,11.0
1012.0,65.0,2020-04-08,52.0,32.0,23.0,7.1,S,9.0
1011.0,78.0,2020-04-09,47.0,33.0,24.0,2.9,SE,8.0
1011.0,19.0,2020-04-10,42.0,34.0,24.0,1.6,ESE,14.0
1013.0,6.0,2020-04-11,38.0,34.0,23.0,0.0,E,15.0
1012.0,4.0,2020-04-12,30.0,34.0,24.0,0.0,E,17.0
1010.0,1.0,2020-04-13,25.0,35.0,25.0,0.0,E,17.0
1011.0,1.0,2020-04-14,20.0,35.0,25.0,0.0,E,19.0
1012.0,1.0,2020-04-15,21.0,35.0,24.0,0.0,E,16.0
1010.0,3.0,2020-04-16,37.0,35.0,23.0,0.0,E,15.0
1010.0,5.0,2020-04-17,40.0,35.0,24.0,0.0,E,14.0
1010.0,3.0,2020-04-18,34.0,36.0,26.0,0.0,E,15.0
1010.0,23.0,2020-04-19,38.0,36.0,25.0,0.4,E,15.0
1010.0,3.0,2020-04-20,38.0,35.0,25.0,0.0,E,16.0
1010.0,0.0,2020-04-21,34.0,35.0,24.0,0.0,E,12.0
1009.0,6.0,2020-04-22,43.0,36.0,24.0,0.0,SSE,11.0
1009.0,18.0,2020-04-23,42.0,37.0,24.0,0.1,ENE,11.0
1009.0,48.0,2020-04-24,45.0,35.0,26.0,0.5,SE,9.0
1009.0,45.0,2020-04-25,58.0,32.0,18.0,4.2,W,10.0
1009.0,60.0,2020-04-26,54.0,33.0,23.0,5.1,S,9.0
1011.0,48.0,2020-04-27,53.0,33.0,25.0,7.9,WSW,9.0
1010.0,16.0,2020-04-28,47.0,35.0,25.0,0.2,ESE,9.0
1011.0,56.0,2020-04-29,59.0,30.0,22.0,16.3,WSW,10.0
1011.0,20.0,2020-04-30,48.0,33.0,24.0,0.0,ESE,10.0
1010.0,14.0,2020-05-01,41.0,33.0,26.0,0.0,NE,7.0
1009.0,16.0,2020-05-02,43.0,34.0,26.0,0.0,E,8.0
1008.0,8.0,2020-05-03,38.0,36.0,26.0,0.0,E,12.0
1009.0,27.0,2020-05-04,40.0,35.0,26.0,0.5,SSE,8.0
1009.0,7.0,2020-05-05,33.0,36.0,27.0,0.0,ESE,11.0
1008.0,7.0,2020-05-06,40.0,35.0,26.0,0.0,ESE,11.0
1009.0,8.0,2020-05-07,39.0,36.0,26.0,0.0,E,12.0
1009.0,9.0,2020-05-08,41.0,36.0,26.0,0.0,ESE,13.0
1009.0,10.0,2020-05-09,37.0,37.0,26.0,0.0,E,15.0
1009.0,4.0,2020-05-10,31.0,36.0,28.0,0.0,E,15.0
1009.0,5.0,2020-05-11,34.0,36.0,26.0,0.0,E,15.0
1008.0,15.0,2020-05-12,43.0,36.0,25.0,0.1,E,17.0
1008.0,15.0,2020-05-13,47.0,35.0,24.0,0.3,ENE,12.0
1007.0,16.0,2020-05-14,41.0,37.0,26.0,0.3,E,13.0
1006.0,26.0,2020-05-15,44.0,36.0,25.0,0.9,NE,11.0
1006.0,55.0,2020-05-16,53.0,34.0,25.0,1.7,W,12.0
1006.0,26.0,2020-05-17,45.0,37.0,23.0,3.9,NNW,16.0
1005.0,62.0,2020-05-18,59.0,32.0,25.0,11.1,NW,18.0
1004.0,33.0,2020-05-19,58.0,33.0,24.0,0.6,NW,24.0
1004.0,19.0,2020-05-20,53.0,35.0,22.0,0.2,NW,19.0
1006.0,13.0,2020-05-21,53.0,35.0,23.0,0.0,NW,17.0
1007.0,5.0,2020-05-22,48.0,36.0,23.0,0.0,NNW,15.0
1007.0,10.0,2020-05-23,48.0,35.0,25.0,0.0,W,14.0
1008.0,32.0,2020-05-24,51.0,35.0,25.0,0.2,SW,12.0
1009.0,10.0,2020-05-25,49.0,35.0,25.0,0.0,ESE,12.0
1009.0,19.0,2020-05-26,48.0,36.0,24.0,0.4,SE,11.0
1008.0,39.0,2020-05-27,53.0,35.0,26.0,0.8,SSE,15.0
1007.0,40.0,2020-05-28,55.0,35.0,23.0,2.2,WNW,15.0
1008.0,43.0,2020-05-29,60.0,34.0,22.0,1.3,NW,17.0
1008.0,53.0,2020-05-30,60.0,32.0,22.0,9.2,NW,10.0
1008.0,48.0,2020-05-31,60.0,34.0,24.0,4.0,SSE,15.0
1009.0,56.0,2020-06-01,65.0,32.0,23.0,7.3,SSW,14.0
1009.0,55.0,2020-06-02,71.0,30.0,22.0,15.6,SW,19.0
1008.0,60.0,2020-06-03,69.0,30.0,22.0,1.7,SW,23.0
1009.0,66.0,2020-06-04,71.0,30.0,21.0,24.7,WSW,18.0
